,Application#,Application Type,Date,Status,ProjectName
11,18 191832 BLD 00,Building Additions/Alterations,"Jul 11, 2018",Inspection,130 BLOOR ST W
12,18 178957 BLD 00,Building Additions/Alterations,"Jun 29, 2018",Inspection,130 BLOOR ST W
13,18 178957 HVA 00,Mechanical(MS),"Jun 29, 2018",Permit Issued,130 BLOOR ST W
14,17 130719 BLD 01,Building Additions/Alterations,"Jun 29, 2017",Revision Issued,130 BLOOR ST W
15,17 154514 HVA 00,Mechanical(MS),"May 15, 2017",Inspection,130 BLOOR ST W
16,17 130719 HVA 00,Mechanical(MS),"Mar 21, 2017",Permit Issued,130 BLOOR ST W
17,17 130719 BLD 00,Building Additions/Alterations,"Mar 20, 2017",Inspection,130 BLOOR ST W
18,17 122021 BLD 00,Building Additions/Alterations,"Feb 27, 2017",Inspection,130 BLOOR ST W
19,13 273404 BLD 01,Building Additions/Alterations,"Jan 4, 2016",Revision Issued,130 BLOOR ST W
20,13 273404 BLD 00,Building Additions/Alterations,"Dec 3, 2013",Inspection,130 BLOOR ST W
21,13 273404 HVA 00,Mechanical(MS),"Dec 3, 2013",Inspection,130 BLOOR ST W
22,13 273404 PLB 00,Plumbing(PS),"Dec 3, 2013",Permit Issued,130 BLOOR ST W
0,22 188875 BLD 01,Building Additions/Alterations,"Nov 28, 2022",Revision Issued,130 BLOOR ST W
1,22 199594 BLD 00,Building Additions/Alterations,"Sep 9, 2022",Inspection,130 BLOOR ST W
2,22 200434 BLD 00,Building Additions/Alterations,"Sep 8, 2022",Permit Issued,130 BLOOR ST W
3,22 200434 HVA 00,Mechanical(MS),"Sep 8, 2022",Inspection,130 BLOOR ST W
4,22 188875 BLD 00,Building Additions/Alterations,"Aug 12, 2022",Inspection,130 BLOOR ST W
5,22 188875 HVA 00,Mechanical(MS),"Aug 12, 2022",Closed,130 BLOOR ST W
6,22 149724 FSU 00,Fire/Security Upgrade,"May 24, 2022",Permit Issued,130 BLOOR ST W
7,22 125042 BLD 00,Building Additions/Alterations,"Mar 21, 2022",Inspection,130 BLOOR ST W
8,22 125042 HVA 00,Mechanical(MS),"Mar 21, 2022",Inspection,130 BLOOR ST W
9,22 125042 PLB 00,Plumbing(PS),"Mar 21, 2022",Inspection,130 BLOOR ST W
10,21 234991 HVA 00,Mechanical(MS),"Nov 15, 2021",Inspection,130 BLOOR ST W
11,19 237690 PSA 00,Plumbing(PS),"Oct 21, 2019",Inspection,130 BLOOR ST W
12,13 273404 BLD 01,Building Additions/Alterations,"Jan 4, 2016",Revision Issued,130 BLOOR ST W
13,13 273404 BLD 00,Building Additions/Alterations,"Dec 3, 2013",Inspection,130 BLOOR ST W
0,23 116017 HVA 00,Mechanical(MS),"Feb 23, 2023",Issuance Pending,131 BLOOR ST W
1,23 116017 PLB 00,Plumbing(PS),"Feb 23, 2023",Issuance Pending,131 BLOOR ST W
2,23 116017 BLD 00,Building Additions/Alterations,"Feb 21, 2023",Examiner's Notice Sent,131 BLOOR ST W
3,22 215344 BLD 00,Building Additions/Alterations,"Oct 21, 2022",Closed,131 BLOOR ST W
4,22 147944 MSA 00,Mechanical(MS),"May 18, 2022",Inspection,131 BLOOR ST W
5,21 163999 BLD 01,Building Additions/Alterations,"Feb 10, 2022",Revision Issued,131 BLOOR ST W
6,21 224928 BLD 00,Building Additions/Alterations,"Oct 14, 2021",Permit Issued,131 BLOOR ST W
7,21 224928 HVA 00,Mechanical(MS),"Oct 14, 2021",Permit Issued,131 BLOOR ST W
8,21 224928 PLB 00,Plumbing(PS),"Oct 14, 2021",Permit Issued,131 BLOOR ST W
9,21 163999 BLD 00,Building Additions/Alterations,"Jun 4, 2021",Inspection,131 BLOOR ST W
10,19 249027 BLD 00,Building Additions/Alterations,"Nov 14, 2019",Inspection,131 BLOOR ST W
11,19 249027 HVA 00,Mechanical(MS),"Nov 14, 2019",Inspection,131 BLOOR ST W
12,19 249027 PLB 00,Plumbing(PS),"Nov 14, 2019",Inspection,131 BLOOR ST W
13,19 222225 BLD 00,Building Additions/Alterations,"Sep 17, 2019",Permit Issued,131 BLOOR ST W
14,17 262710 FSU 01,Fire/Security Upgrade,"Aug 27, 2018",Revision Issued,131 BLOOR ST W
15,18 124552 BLD 00,Building Additions/Alterations,"Mar 5, 2018",Permit Issued,131 BLOOR ST W
16,18 122578 HVA 00,Mechanical(MS),"Feb 28, 2018",Inspection,131 BLOOR ST W
17,17 262710 FSU 00,Fire/Security Upgrade,"Nov 15, 2017",Permit Issued,131 BLOOR ST W
18,17 174255 FSU 00,Fire/Security Upgrade,"Jun 6, 2017",Permit Issued,131 BLOOR ST W
19,17 163320 FSU 00,Fire/Security Upgrade,"May 30, 2017",Permit Issued,131 BLOOR ST W
20,17 129885 HVA 00,Mechanical(MS),"May 23, 2017",Permit Issued,131 BLOOR ST W
21,17 160675 HVA 00,Mechanical(MS),"May 16, 2017",Inspection,131 BLOOR ST W
22,17 160675 PLB 00,Plumbing(PS),"May 16, 2017",Inspection,131 BLOOR ST W
23,17 149072 BLD 00,Building Additions/Alterations,"Apr 25, 2017",Inspection,131 BLOOR ST W
24,16 264514 BLD 01,Building Additions/Alterations,"Mar 21, 2017",Revision Issued,131 BLOOR ST W
25,16 264514 PLB 01,Plumbing(PS),"Mar 21, 2017",Revision Issued,131 BLOOR ST W
26,16 264514 HVA 01,Mechanical(MS),"Mar 21, 2017",Revision Issued,131 BLOOR ST W
27,17 129885 BLD 00,Building Additions/Alterations,"Mar 16, 2017",Permit Issued,131 BLOOR ST W
28,17 109917 HVA 00,Mechanical(MS),"Feb 1, 2017",Inspection,131 BLOOR ST W
29,17 105734 BLD 00,Building Additions/Alterations,"Jan 30, 2017",Inspection,131 BLOOR ST W
30,16 172788 BLD 02,Building Additions/Alterations,"Jan 12, 2017",Revision Issued,131 BLOOR ST W
31,16 264514 BLD 00,Building Additions/Alterations,"Dec 14, 2016",Inspection,131 BLOOR ST W
32,16 264514 HVA 00,Mechanical(MS),"Dec 14, 2016",Inspection,131 BLOOR ST W
33,16 264514 PLB 00,Plumbing(PS),"Dec 14, 2016",Inspection,131 BLOOR ST W
34,16 255348 HVA 00,Mechanical(MS),"Nov 24, 2016",Inspection,131 BLOOR ST W
35,16 240403 BLD 00,Building Additions/Alterations,"Oct 21, 2016",Permit Issued,131 BLOOR ST W
36,16 172788 BLD 01,Building Additions/Alterations,"Oct 13, 2016",Revision Issued,131 BLOOR ST W
37,16 212171 BLD 00,Building Additions/Alterations,"Aug 24, 2016",Inspection,131 BLOOR ST W
38,16 172788 HVA 00,Mechanical(MS),"Jun 15, 2016",Inspection,131 BLOOR ST W
39,16 172788 BLD 00,Building Additions/Alterations,"Jun 13, 2016",Inspection,131 BLOOR ST W
40,16 105834 BLD 00,Building Additions/Alterations,"Jan 19, 2016",Work Not Started,131 BLOOR ST W
41,16 105834 HVA 00,Mechanical(MS),"Jan 19, 2016",Permit Issued,131 BLOOR ST W
42,15 215838 BLD 01,Building Additions/Alterations,"Dec 1, 2015",Revision Issued,131 BLOOR ST W
43,15 215838 BLD 00,Building Additions/Alterations,"Sep 1, 2015",Inspection,131 BLOOR ST W
44,15 121275 BLD 00,Building Additions/Alterations,"Feb 27, 2015",Permit Issued,131 BLOOR ST W
0,21 106454 FSU 00,Fire/Security Upgrade,"Jan 22, 2021",Inspection,133 BLOOR ST E
1,13 188230 PLB 02,Plumbing(PS),"Sep 13, 2017",Revision Issued,133 BLOOR ST E
2,13 188230 PLB 01,Plumbing(PS),"Jun 22, 2017",Revision Issued,133 BLOOR ST E
3,16 115000 FSU 00,Fire/Security Upgrade,"Feb 12, 2016",Inspection,133 BLOOR ST E
4,13 188230 BLD 00,Building Additions/Alterations,"Jun 14, 2013",Inspection,133 BLOOR ST E
5,13 188230 HVA 00,Mechanical(MS),"Jun 14, 2013",Inspection,133 BLOOR ST E
6,13 188230 PLB 00,Plumbing(PS),"Jun 14, 2013",Inspection,133 BLOOR ST E
0,22 175976 BLD 00,Building Additions/Alterations,"Jul 18, 2022",Inspection,146 BLOOR ST W
1,16 144770 PSA 00,Plumbing(PS),"Apr 22, 2016",Inspection,146 BLOOR ST W
0,23 105000 BLD 01,Building Additions/Alterations,"Feb 14, 2023",Revision Issued,150 BLOOR ST W
1,23 105000 BLD 00,Building Additions/Alterations,"Jan 19, 2023",Permit Issued,150 BLOOR ST W
2,22 197818 BLD 00,Building Additions/Alterations,"Aug 31, 2022",Closed,150 BLOOR ST W
3,22 197818 HVA 00,Mechanical(MS),"Aug 31, 2022",Inspection,150 BLOOR ST W
4,22 151373 BLD 00,Building Additions/Alterations,"May 26, 2022",Permit Issued,150 BLOOR ST W
5,22 151373 PLB 00,Plumbing(PS),"May 26, 2022",Permit Issued,150 BLOOR ST W
6,22 151373 DRN 00,Drain and Site Service,"May 26, 2022",Permit Issued,150 BLOOR ST W
7,21 237497 FSU 00,Fire/Security Upgrade,"Nov 15, 2021",Permit Issued,150 BLOOR ST W
8,16 234394 HVA 00,Mechanical(MS),"Jan 26, 2017",Inspection,150 BLOOR ST W
9,16 234394 PLB 00,Plumbing(PS),"Oct 11, 2016",Inspection,150 BLOOR ST W
10,16 116450 BLD 00,Building Additions/Alterations,"Feb 22, 2016",Inspection,150 BLOOR ST W
11,13 262313 BLD 01,Building Additions/Alterations,"Mar 26, 2014",Revision Issued,150 BLOOR ST W
12,13 262313 BLD 00,Building Additions/Alterations,"Nov 7, 2013",Inspection,150 BLOOR ST W
13,13 260350 BLD 00,Building Additions/Alterations,"Nov 4, 2013",Permit Issued,150 BLOOR ST W
14,13 246663 BLD 00,Building Additions/Alterations,"Oct 7, 2013",Inspection,150 BLOOR ST W
15,12 286055 BLD 01,Building Additions/Alterations,"Jul 24, 2013",Revision Issued,150 BLOOR ST W
16,12 286055 PLB 01,Plumbing(PS),"Jul 24, 2013",Revision Issued,150 BLOOR ST W
0,23 107420 PLB 00,Plumbing(PS),"Feb 15, 2023",Permit Issued,151 BLOOR ST W
1,23 107420 HVA 00,Mechanical(MS),"Jan 27, 2023",Permit Issued,151 BLOOR ST W
2,23 107420 BLD 00,Building Additions/Alterations,"Jan 26, 2023",Permit Issued,151 BLOOR ST W
3,22 210715 BLD 00,Building Additions/Alterations,"Sep 29, 2022",Closed,151 BLOOR ST W
4,22 205910 BLD 00,Building Additions/Alterations,"Sep 20, 2022",Closed,151 BLOOR ST W
5,22 205910 HVA 00,Mechanical(MS),"Sep 20, 2022",Inspection,151 BLOOR ST W
6,22 205910 PLB 00,Plumbing(PS),"Sep 20, 2022",Closed,151 BLOOR ST W
7,21 146721 BLD 00,Building Additions/Alterations,"Apr 29, 2021",Closed,151 BLOOR ST W
8,19 242351 BLD 00,Building Additions/Alterations,"Oct 29, 2019",Inspection,151 BLOOR ST W
9,19 209009 BLD 00,Building Additions/Alterations,"Aug 20, 2019",Inspection,151 BLOOR ST W
10,19 147118 BLD 00,Building Additions/Alterations,"May 2, 2019",Inspection,151 BLOOR ST W
11,18 208416 BLD 00,Building Additions/Alterations,"Aug 15, 2018",Permit Issued,151 BLOOR ST W
12,18 132356 BLD 00,Building Additions/Alterations,"Mar 21, 2018",Inspection,151 BLOOR ST W
13,18 132356 HVA 00,Mechanical(MS),"Mar 21, 2018",Inspection,151 BLOOR ST W
14,18 132356 PLB 00,Plumbing(PS),"Mar 21, 2018",Inspection,151 BLOOR ST W
15,18 113706 BLD 00,Building Additions/Alterations,"Feb 5, 2018",Inspection,151 BLOOR ST W
16,17 131874 BLD 01,Building Additions/Alterations,"Jun 26, 2017",Revision Issued,151 BLOOR ST W
17,17 170166 FSU 00,Fire/Security Upgrade,"May 31, 2017",Inspection,151 BLOOR ST W
18,17 139676 BLD 00,Building Additions/Alterations,"Apr 6, 2017",Inspection,151 BLOOR ST W
19,17 139676 HVA 00,Mechanical(MS),"Apr 6, 2017",Permit Issued,151 BLOOR ST W
20,17 139676 PLB 00,Plumbing(PS),"Apr 6, 2017",Inspection,151 BLOOR ST W
21,17 131874 HVA 00,Mechanical(MS),"Mar 23, 2017",Inspection,151 BLOOR ST W
22,17 131874 PLB 00,Plumbing(PS),"Mar 23, 2017",Permit Issued,151 BLOOR ST W
23,17 131874 BLD 00,Building Additions/Alterations,"Mar 22, 2017",Inspection,151 BLOOR ST W
24,16 270332 BLD 00,Building Additions/Alterations,"Dec 23, 2016",Inspection,151 BLOOR ST W
25,16 248564 HVA 00,Mechanical(MS),"Dec 19, 2016",Inspection,151 BLOOR ST W
26,16 248564 BLD 00,Building Additions/Alterations,"Dec 15, 2016",Inspection,151 BLOOR ST W
27,16 233829 HVA 00,Mechanical(MS),"Oct 17, 2016",Permit Issued,151 BLOOR ST W
28,16 233829 PLB 00,Plumbing(PS),"Oct 17, 2016",Permit Issued,151 BLOOR ST W
29,16 233829 BLD 00,Building Additions/Alterations,"Oct 6, 2016",Permit Issued,151 BLOOR ST W
30,16 193533 HVA 00,Mechanical(MS),"Aug 9, 2016",Inspection,151 BLOOR ST W
31,16 193533 PLB 00,Plumbing(PS),"Aug 9, 2016",Inspection,151 BLOOR ST W
32,16 193533 BLD 00,Building Additions/Alterations,"Aug 8, 2016",Inspection,151 BLOOR ST W
33,16 184677 PLB 00,Plumbing(PS),"Aug 4, 2016",Inspection,151 BLOOR ST W
34,16 184677 BLD 00,Building Additions/Alterations,"Jul 4, 2016",Inspection,151 BLOOR ST W
35,16 178095 HVA 00,Mechanical(MS),"Jun 22, 2016",Inspection,151 BLOOR ST W
36,16 146628 HVA 00,Mechanical(MS),"Apr 28, 2016",Inspection,151 BLOOR ST W
37,16 146628 BLD 00,Building Additions/Alterations,"Apr 27, 2016",Inspection,151 BLOOR ST W
38,15 266953 PLB 00,Plumbing(PS),"Dec 23, 2015",Permit Issued,151 BLOOR ST W
39,15 266953 BLD 00,Building Additions/Alterations,"Dec 18, 2015",Permit Issued,151 BLOOR ST W
40,15 175348 HVA 00,Mechanical(MS),"Jun 17, 2015",Inspection,151 BLOOR ST W
41,15 175348 PLB 00,Plumbing(PS),"Jun 17, 2015",Inspection,151 BLOOR ST W
42,15 175348 BLD 00,Building Additions/Alterations,"Jun 16, 2015",Inspection,151 BLOOR ST W
0,19 221576 BLD 00,Building Additions/Alterations,"Oct 10, 2019",Permit Issued,157 BLOOR ST W
0,23 120434 HVA 00,Mechanical(MS),"Mar 8, 2023",Not Started,160 BLOOR ST E
1,23 120434 PLB 00,Plumbing(PS),"Mar 8, 2023",Not Started,160 BLOOR ST E
2,23 120434 BLD 00,Building Additions/Alterations,"Mar 6, 2023",Permit Issued,160 BLOOR ST E
3,22 181441 BLD 01,Building Additions/Alterations,"Oct 3, 2022",Closed,160 BLOOR ST E
4,22 181441 BLD 00,Building Additions/Alterations,"Jul 26, 2022",Closed,160 BLOOR ST E
5,22 181441 HVA 00,Mechanical(MS),"Jul 26, 2022",Closed,160 BLOOR ST E
6,22 144695 BLD 00,Building Additions/Alterations,"May 16, 2022",Permit Issued,160 BLOOR ST E
7,22 144695 HVA 00,Mechanical(MS),"May 16, 2022",Inspection,160 BLOOR ST E
8,22 144695 PLB 00,Plumbing(PS),"May 16, 2022",Inspection,160 BLOOR ST E
9,21 137799 BLD 00,Building Additions/Alterations,"Apr 9, 2021",Inspection,160 BLOOR ST E
10,21 137799 HVA 00,Mechanical(MS),"Apr 9, 2021",Permit Issued,160 BLOOR ST E
11,21 137799 PLB 00,Plumbing(PS),"Apr 9, 2021",Permit Issued,160 BLOOR ST E
12,19 207346 BLD 00,Building Additions/Alterations,"Sep 6, 2019",Permit Issued,160 BLOOR ST E
13,19 207346 HVA 00,Mechanical(MS),"Sep 6, 2019",Permit Issued,160 BLOOR ST E
14,19 207346 PLB 00,Plumbing(PS),"Sep 6, 2019",Permit Issued,160 BLOOR ST E
15,19 163673 HVA 00,Mechanical(MS),"Jun 5, 2019",Inspection,160 BLOOR ST E
16,19 163673 BLD 00,Building Additions/Alterations,"Jun 3, 2019",Inspection,160 BLOOR ST E
17,18 267263 BLD 00,Building Additions/Alterations,"Dec 11, 2018",Inspection,160 BLOOR ST E
18,18 180705 BLD 00,Building Additions/Alterations,"Jun 20, 2018",Inspection,160 BLOOR ST E
19,18 156695 BLD 00,Building Additions/Alterations,"May 10, 2018",Inspection,160 BLOOR ST E
20,17 219938 BLD 00,Building Additions/Alterations,"Aug 21, 2017",Inspection,160 BLOOR ST E
21,16 198832 PLB 00,Plumbing(PS),"Aug 4, 2016",Permit Issued,160 BLOOR ST E
22,16 198832 BLD 00,Building Additions/Alterations,"Jul 29, 2016",Inspection,160 BLOOR ST E
23,16 118446 BLD 01,Building Additions/Alterations,"Jun 15, 2016",Revision Issued,160 BLOOR ST E
24,16 118446 BLD 00,Building Additions/Alterations,"Feb 19, 2016",Inspection,160 BLOOR ST E
25,16 102198 FSU 00,Fire/Security Upgrade,"Feb 4, 2016",Inspection,160 BLOOR ST E
26,15 132522 PLB 00,Plumbing(PS),"May 20, 2015",Inspection,160 BLOOR ST E
27,15 132522 BLD 00,Building Additions/Alterations,"Mar 26, 2015",Inspection,160 BLOOR ST E
28,14 117332 BLD 00,Building Additions/Alterations,"Mar 7, 2014",Permit Issued,160 BLOOR ST E
29,14 113731 BLD 00,Building Additions/Alterations,"Feb 5, 2014",Inspection,160 BLOOR ST E
30,14 113731 HVA 00,Mechanical(MS),"Feb 5, 2014",Inspection,160 BLOOR ST E
31,13 258524 BLD 00,Building Additions/Alterations,"Oct 30, 2013",Inspection,160 BLOOR ST E
32,13 228897 HVA 00,Mechanical(MS),"Aug 30, 2013",Permit Issued,160 BLOOR ST E
33,13 228897 PLB 00,Plumbing(PS),"Aug 30, 2013",Permit Issued,160 BLOOR ST E
34,13 226226 BLD 00,Building Additions/Alterations,"Aug 26, 2013",Permit Issued,160 BLOOR ST E
35,13 150584 BLD 01,Building Additions/Alterations,"Aug 19, 2013",Revision Issued,160 BLOOR ST E
36,13 219036 FSU 00,Fire/Security Upgrade,"Aug 12, 2013",Inspection,160 BLOOR ST E
37,13 150584 BLD 00,Building Additions/Alterations,"Apr 16, 2013",Inspection,160 BLOOR ST E
0,16 166678 BLD 01,Building Additions/Alterations,"Oct 6, 2016",Revision Issued,162 BLOOR ST W
1,16 166678 HVA 00,Mechanical(MS),"Jul 28, 2016",Inspection,162 BLOOR ST W
2,16 166678 PLB 00,Plumbing(PS),"Jun 16, 2016",Permit Issued,162 BLOOR ST W
3,16 166678 BLD 00,Building Additions/Alterations,"Jun 3, 2016",Inspection,162 BLOOR ST W
4,14 249767 BLD 00,Building Additions/Alterations,"Nov 10, 2014",Inspection,162 BLOOR ST W
0,23 106412 HVA 00,Mechanical(MS),"Feb 24, 2023",Issuance Pending,170 BLOOR ST W
1,23 106412 BLD 00,Building Additions/Alterations,"Feb 10, 2023",Refusal Notice,170 BLOOR ST W
2,22 184262 BLD 00,Building Additions/Alterations,"Aug 3, 2022",Inspection,170 BLOOR ST W
3,22 184262 HVA 00,Mechanical(MS),"Aug 3, 2022",Permit Issued,170 BLOOR ST W
4,22 184262 PLB 00,Plumbing(PS),"Aug 3, 2022",Inspection,170 BLOOR ST W
5,22 163386 BLD 00,Building Additions/Alterations,"Jun 30, 2022",Inspection,170 BLOOR ST W
0,23 119111 BLD 00,Building Additions/Alterations,"Mar 6, 2023",Permit Issued,175 BLOOR ST E
1,22 209938 BLD 00,Building Additions/Alterations,"Sep 29, 2022",Under Review,175 BLOOR ST E
2,22 209938 HVA 00,Mechanical(MS),"Sep 29, 2022",Issuance Pending,175 BLOOR ST E
3,22 209938 PLB 00,Plumbing(PS),"Sep 29, 2022",Issuance Pending,175 BLOOR ST E
4,21 245072 HVA 00,Mechanical(MS),"Dec 10, 2021",Permit Issued,175 BLOOR ST E
5,21 245072 PLB 00,Plumbing(PS),"Dec 10, 2021",Permit Issued,175 BLOOR ST E
6,21 245072 BLD 00,Building Additions/Alterations,"Dec 7, 2021",Inspection,175 BLOOR ST E
7,21 206254 BLD 00,Building Additions/Alterations,"Sep 22, 2021",Inspection,175 BLOOR ST E
8,21 206254 HVA 00,Mechanical(MS),"Sep 22, 2021",Inspection,175 BLOOR ST E
9,21 206254 PLB 00,Plumbing(PS),"Sep 22, 2021",Inspection,175 BLOOR ST E
10,21 180566 BLD 00,Building Additions/Alterations,"Aug 20, 2021",Inspection,175 BLOOR ST E
11,21 180566 HVA 00,Mechanical(MS),"Aug 20, 2021",Inspection,175 BLOOR ST E
12,21 180566 PLB 00,Plumbing(PS),"Aug 20, 2021",Inspection,175 BLOOR ST E
13,20 200457 BLD 00,Building Additions/Alterations,"Oct 13, 2020",Inspection,175 BLOOR ST E
14,20 200457 HVA 00,Mechanical(MS),"Oct 13, 2020",Inspection,175 BLOOR ST E
15,20 200457 PLB 00,Plumbing(PS),"Oct 13, 2020",Inspection,175 BLOOR ST E
16,20 115362 BLD 00,Building Additions/Alterations,"Feb 13, 2020",Permit Issued,175 BLOOR ST E
17,20 115362 HVA 00,Mechanical(MS),"Feb 13, 2020",Permit Issued,175 BLOOR ST E
18,19 218784 HVA 00,Mechanical(MS),"Sep 11, 2019",Inspection,175 BLOOR ST E
19,19 217511 BLD 00,Building Additions/Alterations,"Sep 10, 2019",Inspection,175 BLOOR ST E
20,19 217511 HVA 00,Mechanical(MS),"Sep 10, 2019",Inspection,175 BLOOR ST E
21,19 167176 HVA 00,Mechanical(MS),"Jun 7, 2019",Inspection,175 BLOOR ST E
22,19 167176 BLD 00,Building Additions/Alterations,"Jun 6, 2019",Inspection,175 BLOOR ST E
23,19 121969 HVA 00,Mechanical(MS),"Mar 11, 2019",Inspection,175 BLOOR ST E
24,19 121969 PLB 00,Plumbing(PS),"Mar 11, 2019",Inspection,175 BLOOR ST E
25,19 121969 BLD 00,Building Additions/Alterations,"Mar 5, 2019",Permit Issued,175 BLOOR ST E
26,19 103049 BLD 00,Building Additions/Alterations,"Jan 14, 2019",Inspection,175 BLOOR ST E
27,19 103049 HVA 00,Mechanical(MS),"Jan 14, 2019",Inspection,175 BLOOR ST E
28,19 103049 PLB 00,Plumbing(PS),"Jan 14, 2019",Inspection,175 BLOOR ST E
29,18 122895 HVA 00,Mechanical(MS),"Mar 13, 2018",Permit Issued,175 BLOOR ST E
30,18 122895 PLB 00,Plumbing(PS),"Mar 13, 2018",Permit Issued,175 BLOOR ST E
31,18 122895 BLD 00,Building Additions/Alterations,"Feb 28, 2018",Permit Issued,175 BLOOR ST E
32,18 118940 BLD 00,Building Additions/Alterations,"Feb 20, 2018",Inspection,175 BLOOR ST E
33,18 118940 PLB 00,Plumbing(PS),"Feb 20, 2018",Inspection,175 BLOOR ST E
34,18 112208 BLD 00,Building Additions/Alterations,"Feb 2, 2018",Permit Issued,175 BLOOR ST E
35,17 198926 BLD 00,Building Additions/Alterations,"Jul 17, 2017",Inspection,175 BLOOR ST E
36,17 198926 HVA 00,Mechanical(MS),"Jul 17, 2017",Inspection,175 BLOOR ST E
37,17 118387 PLB 00,Plumbing(PS),"May 3, 2017",Inspection,175 BLOOR ST E
38,17 118387 HVA 00,Mechanical(MS),"Feb 17, 2017",Inspection,175 BLOOR ST E
39,17 109634 HVA 00,Mechanical(MS),"Jan 26, 2017",Inspection,175 BLOOR ST E
40,17 109634 PLB 00,Plumbing(PS),"Jan 26, 2017",Inspection,175 BLOOR ST E
41,15 243402 BLD 00,Building Additions/Alterations,"Oct 27, 2015",Permit Issued,175 BLOOR ST E
42,15 243402 HVA 00,Mechanical(MS),"Oct 27, 2015",Permit Issued,175 BLOOR ST E
43,15 243402 PLB 00,Plumbing(PS),"Oct 27, 2015",Permit Issued,175 BLOOR ST E
44,15 209129 HVA 00,Mechanical(MS),"Aug 20, 2015",Inspection,175 BLOOR ST E
45,14 244257 BLD 00,Building Additions/Alterations,"Oct 28, 2014",Permit Issued,175 BLOOR ST E
46,14 244257 HVA 00,Mechanical(MS),"Oct 28, 2014",Permit Issued,175 BLOOR ST E
47,14 244257 PLB 00,Plumbing(PS),"Oct 28, 2014",Permit Issued,175 BLOOR ST E
0,23 109184 FSU 00,Fire/Security Upgrade,"Feb 1, 2023",Inspection,180 BLOOR ST W
1,22 227539 HVA 00,Mechanical(MS),"Dec 6, 2022",Closed,180 BLOOR ST W
2,22 227539 PLB 00,Plumbing(PS),"Dec 6, 2022",Closed,180 BLOOR ST W
3,22 227539 BLD 00,Building Additions/Alterations,"Nov 21, 2022",Inspection,180 BLOOR ST W
4,22 215337 BLD 00,Building Additions/Alterations,"Oct 12, 2022",Permit Issued,180 BLOOR ST W
5,22 215337 HVA 00,Mechanical(MS),"Oct 12, 2022",Permit Issued,180 BLOOR ST W
6,21 233852 HVA 00,Mechanical(MS),"Nov 10, 2021",Inspection,180 BLOOR ST W
7,21 233852 PLB 00,Plumbing(PS),"Nov 10, 2021",Inspection,180 BLOOR ST W
8,21 233852 BLD 00,Building Additions/Alterations,"Nov 5, 2021",Inspection,180 BLOOR ST W
9,21 125143 BLD 00,Building Additions/Alterations,"Mar 16, 2021",Permit Issued,180 BLOOR ST W
10,21 125143 HVA 00,Mechanical(MS),"Mar 16, 2021",Permit Issued,180 BLOOR ST W
11,21 125143 PLB 00,Plumbing(PS),"Mar 16, 2021",Permit Issued,180 BLOOR ST W
12,20 227139 HVA 00,Mechanical(MS),"Dec 9, 2020",Inspection,180 BLOOR ST W
13,20 215890 BLD 00,Building Additions/Alterations,"Nov 10, 2020",Inspection,180 BLOOR ST W
14,20 215890 HVA 00,Mechanical(MS),"Nov 10, 2020",Inspection,180 BLOOR ST W
15,20 215890 PLB 00,Plumbing(PS),"Nov 10, 2020",Inspection,180 BLOOR ST W
16,20 211108 BLD 00,Building Additions/Alterations,"Nov 2, 2020",Permit Issued,180 BLOOR ST W
17,20 211108 HVA 00,Mechanical(MS),"Nov 2, 2020",Permit Issued,180 BLOOR ST W
